,Marriage_Date,DOB1,DOB2,divorce,day1,month1,day2,month2,zodiac1,zodiac2
0,2000-01-03,1974-08-20,1980-01-01,0,20,8,1,1,Leo,Capricorn
1,2000-01-05,1980-02-12,1981-12-12,0,12,2,12,12,Aquarius,Sagittarius
2,2000-01-05,1978-11-26,1979-09-04,0,26,11,4,9,Sagittarius,Virgo
3,2000-01-06,1974-10-30,1978-12-04,1,30,10,4,12,Scorpio,Sagittarius
4,2000-01-06,1937-03-13,1956-09-11,0,13,3,11,9,Pisces,Virgo
5,2000-01-07,1974-12-24,1977-01-07,1,24,12,7,1,Capricorn,Capricorn
6,2000-01-07,1976-05-17,1967-04-01,0,17,5,1,4,Taurus,Aries
7,2000-01-07,1981-09-26,1977-12-27,0,26,9,27,12,Libra,Capricorn
8,2000-01-07,1974-12-10,1979-11-09,0,10,12,9,11,Sagittarius,Scorpio
9,2000-01-08,1972-12-29,1972-05-27,0,29,12,27,5,Capricorn,Gemini
10,2000-01-08,1978-06-21,1978-11-13,1,21,6,13,11,Cancer,Scorpio
11,2000-01-08,1971-06-12,1969-08-20,0,12,6,20,8,Gemini,Leo
12,2000-01-08,1962-02-23,1971-08-24,0,23,2,24,8,Pisces,Virgo
13,2000-01-10,1944-08-23,1974-08-22,1,23,8,22,8,Virgo,Leo
14,2000-01-11,1978-09-08,1978-09-09,0,8,9,9,9,Virgo,Virgo
15,2000-01-11,1971-12-18,1969-03-12,0,18,12,12,3,Sagittarius,Pisces
16,2000-01-12,1975-02-18,1976-06-08,0,18,2,8,6,Aquarius,Gemini
17,2000-01-13,1974-12-16,1980-12-09,0,16,12,9,12,Sagittarius,Sagittarius
18,2000-01-14,1973-10-09,1974-02-11,0,9,10,11,2,Libra,Aquarius
19,2000-01-14,1969-02-25,1974-03-19,0,25,2,19,3,Pisces,Pisces
20,2000-01-14,1968-12-08,1976-05-28,0,8,12,28,5,Sagittarius,Gemini
21,2000-01-15,1968-09-03,1970-05-11,0,3,9,11,5,Virgo,Taurus
22,2000-01-15,1972-02-02,1970-08-10,1,2,2,10,8,Aquarius,Leo
23,2000-01-15,1969-09-13,1976-07-25,0,13,9,25,7,Virgo,Leo
24,2000-01-15,1969-11-04,1972-04-28,0,4,11,28,4,Scorpio,Taurus
25,2000-01-15,1971-11-15,1972-12-11,0,15,11,11,12,Scorpio,Sagittarius
26,2000-01-17,1976-09-13,1978-08-28,0,13,9,28,8,Virgo,Virgo
27,2000-01-17,1916-11-30,1939-02-15,0,30,11,15,2,Sagittarius,Aquarius
28,2000-01-17,1970-09-27,1974-09-02,0,27,9,2,9,Libra,Virgo
29,2000-01-17,1941-05-21,1940-04-25,0,21,5,25,4,Gemini,Taurus
30,2000-01-17,1971-09-13,1979-10-04,1,13,9,4,10,Virgo,Libra
31,2000-01-18,1956-05-12,1958-06-15,0,12,5,15,6,Taurus,Gemini
32,2000-01-18,1975-01-28,1975-04-20,0,28,1,20,4,Aquarius,Taurus
33,2000-01-19,1976-04-20,1974-11-09,0,20,4,9,11,Taurus,Scorpio
34,2000-01-19,1972-03-31,1972-09-30,0,31,3,30,9,Aries,Libra
35,2000-01-20,1960-04-23,1967-07-21,0,23,4,21,7,Taurus,Cancer
36,2000-01-20,1978-08-12,1975-04-08,0,12,8,8,4,Leo,Aries
37,2000-01-20,1975-04-29,1974-08-05,0,29,4,5,8,Taurus,Leo
38,2000-01-21,1969-02-26,1974-08-29,0,26,2,29,8,Pisces,Virgo
39,2000-01-21,1965-03-07,1978-01-12,0,7,3,12,1,Pisces,Capricorn
40,2000-01-21,1974-01-13,1973-02-13,0,13,1,13,2,Capricorn,Aquarius
41,2000-01-21,1970-03-18,1971-01-01,0,18,3,1,1,Pisces,Capricorn
42,2000-01-22,1969-05-08,1970-11-26,0,8,5,26,11,Taurus,Sagittarius
43,2000-01-24,1961-11-28,1960-12-05,0,28,11,5,12,Sagittarius,Sagittarius
44,2000-01-24,1971-06-23,1975-01-19,0,23,6,19,1,Cancer,Capricorn
45,2000-01-25,1980-04-25,1974-12-04,0,25,4,4,12,Taurus,Sagittarius
46,2000-01-26,1970-01-31,1970-07-14,0,31,1,14,7,Aquarius,Cancer
47,2000-01-26,1967-04-02,1973-12-15,0,2,4,15,12,Aries,Sagittarius
48,2000-01-27,1972-07-04,1981-02-02,0,4,7,2,2,Cancer,Aquarius
49,2000-01-27,1978-10-18,1983-03-07,0,18,10,7,3,Libra,Pisces
50,2000-01-27,1973-11-28,1976-01-19,0,28,11,19,1,Sagittarius,Capricorn
51,2000-01-27,1977-09-03,1977-07-17,0,3,9,17,7,Virgo,Cancer
52,2000-01-28,1979-04-11,1980-07-09,0,11,4,9,7,Aries,Cancer
53,2000-01-28,1975-12-02,1977-04-18,0,2,12,18,4,Sagittarius,Aries
54,2000-01-28,1981-05-12,1977-12-12,0,12,5,12,12,Taurus,Sagittarius
55,2000-01-28,1970-12-19,1974-01-13,1,19,12,13,1,Sagittarius,Capricorn
56,2000-01-28,1982-01-21,1978-02-01,0,21,1,1,2,Aquarius,Aquarius
57,2000-01-29,1972-08-11,1971-10-12,0,11,8,12,10,Leo,Libra
58,2000-01-29,1972-04-23,1972-10-01,0,23,4,1,10,Taurus,Libra
59,2000-01-29,1971-08-05,1973-03-04,0,5,8,4,3,Leo,Pisces
60,2000-01-29,1971-02-02,1979-02-17,0,2,2,17,2,Aquarius,Aquarius
61,2000-01-31,1968-04-11,1968-10-12,0,11,4,12,10,Aries,Libra
62,2000-01-31,1969-07-08,1969-11-14,0,8,7,14,11,Cancer,Scorpio
63,2000-01-31,1975-02-23,1975-05-10,0,23,2,10,5,Pisces,Taurus
64,2000-02-01,1932-08-07,1933-08-01,0,7,8,1,8,Leo,Leo
65,2000-02-01,1979-02-17,1981-02-22,0,17,2,22,2,Aquarius,Pisces
66,2000-02-01,1967-02-18,1976-10-23,0,18,2,23,10,Aquarius,Scorpio
67,2000-02-01,1961-08-31,1985-02-13,0,31,8,13,2,Virgo,Aquarius
68,2000-02-02,1973-11-15,1976-11-27,1,15,11,27,11,Scorpio,Sagittarius
69,2000-02-02,1980-11-22,1978-09-20,0,22,11,20,9,Sagittarius,Virgo
70,2000-02-02,1969-06-04,1970-02-16,1,4,6,16,2,Gemini,Aquarius
71,2000-02-02,1962-03-13,1967-09-11,0,13,3,11,9,Pisces,Virgo
72,2000-02-02,1968-03-17,1971-12-12,0,17,3,12,12,Pisces,Sagittarius
73,2000-02-02,1962-01-06,1968-05-31,0,6,1,31,5,Capricorn,Gemini
74,2000-02-02,1974-09-14,1973-11-06,0,14,9,6,11,Virgo,Scorpio
75,2000-02-03,1978-11-20,1969-06-08,0,20,11,8,6,Scorpio,Gemini
76,2000-02-03,1971-09-22,1970-04-29,0,22,9,29,4,Virgo,Taurus
77,2000-02-03,1980-12-28,1977-01-05,0,28,12,5,1,Capricorn,Capricorn
78,2000-02-03,1959-05-14,1971-02-01,0,14,5,1,2,Taurus,Aquarius
79,2000-02-04,1979-07-15,1976-04-02,0,15,7,2,4,Cancer,Aries
80,2000-02-04,1975-12-17,1971-12-20,0,17,12,20,12,Sagittarius,Sagittarius
81,2000-02-04,1977-11-30,1981-10-12,0,30,11,12,10,Sagittarius,Libra
82,2000-02-04,1975-04-10,1976-02-05,0,10,4,5,2,Aries,Aquarius
83,2000-02-04,1979-04-16,1980-04-28,1,16,4,28,4,Aries,Taurus
84,2000-02-04,1978-03-11,1978-01-23,0,11,3,23,1,Pisces,Aquarius
85,2000-02-04,1973-09-17,1977-10-10,0,17,9,10,10,Virgo,Libra
86,2000-02-04,1980-08-19,1980-10-28,0,19,8,28,10,Leo,Scorpio
87,2000-02-04,1961-12-20,1963-09-24,0,20,12,24,9,Sagittarius,Libra
88,2000-02-04,1974-10-10,1976-11-17,0,10,10,17,11,Libra,Scorpio
89,2000-02-05,1969-10-26,1974-02-05,0,26,10,5,2,Scorpio,Aquarius
90,2000-02-05,1972-06-15,1968-08-08,0,15,6,8,8,Gemini,Leo
91,2000-02-05,1968-01-13,1972-07-09,0,13,1,9,7,Capricorn,Cancer
92,2000-02-07,1931-11-11,1947-04-26,0,11,11,26,4,Scorpio,Taurus
93,2000-02-07,1978-11-06,1981-01-21,0,6,11,21,1,Scorpio,Aquarius
94,2000-02-07,1981-07-02,1981-07-05,0,2,7,5,7,Cancer,Cancer
95,2000-02-08,1963-11-21,1970-03-12,0,21,11,12,3,Scorpio,Pisces
96,2000-02-08,1975-06-01,1977-07-19,0,1,6,19,7,Gemini,Cancer
97,2000-02-08,1972-10-24,1980-05-19,0,24,10,19,5,Scorpio,Taurus
98,2000-02-08,1967-11-25,1969-11-01,1,25,11,1,11,Sagittarius,Scorpio
99,2000-02-09,1978-09-15,1978-02-02,0,15,9,2,2,Virgo,Aquarius
100,2000-02-09,1949-06-30,1958-05-30,0,30,6,30,5,Cancer,Gemini
101,2000-02-09,1970-06-07,1965-11-08,0,7,6,8,11,Gemini,Scorpio
102,2000-02-09,1977-12-25,1977-05-05,0,25,12,5,5,Capricorn,Taurus
103,2000-02-09,1981-06-18,1983-11-05,0,18,6,5,11,Gemini,Scorpio
104,2000-02-09,1959-09-13,1966-11-26,0,13,9,26,11,Virgo,Sagittarius
105,2000-02-10,1972-12-07,1977-01-14,0,7,12,14,1,Sagittarius,Capricorn
106,2000-02-10,1976-12-29,1981-11-11,0,29,12,11,11,Capricorn,Scorpio
107,2000-02-10,1975-10-23,1978-08-12,0,23,10,12,8,Scorpio,Leo
108,2000-02-10,1969-01-02,1966-06-17,0,2,1,17,6,Capricorn,Gemini
109,2000-02-10,1954-11-18,1971-05-02,0,18,11,2,5,Scorpio,Taurus
110,2000-02-10,1981-01-25,1977-04-17,1,25,1,17,4,Aquarius,Aries
111,2000-02-10,1964-09-14,1967-02-26,0,14,9,26,2,Virgo,Pisces
112,2000-02-10,1966-09-28,1975-02-16,0,28,9,16,2,Libra,Aquarius
113,2000-02-10,1959-07-20,1961-10-20,0,20,7,20,10,Cancer,Libra
114,2000-02-10,1981-01-03,1983-11-18,0,3,1,18,11,Capricorn,Scorpio
115,2000-02-10,1978-04-10,1971-01-16,0,10,4,16,1,Aries,Capricorn
116,2000-02-10,1981-09-24,1975-05-06,0,24,9,6,5,Libra,Taurus
117,2000-02-10,1968-04-03,1968-06-06,0,3,4,6,6,Aries,Gemini
118,2000-02-10,1960-03-13,1961-06-17,0,13,3,17,6,Pisces,Gemini
119,2000-02-10,1941-04-25,1941-08-22,0,25,4,22,8,Taurus,Leo
120,2000-02-10,1974-05-27,1977-03-05,0,27,5,5,3,Gemini,Pisces
121,2000-02-10,1974-03-10,1977-12-29,0,10,3,29,12,Pisces,Capricorn
122,2000-02-10,1967-06-24,1970-04-25,0,24,6,25,4,Cancer,Taurus
123,2000-02-10,1977-12-23,1981-12-19,0,23,12,19,12,Capricorn,Sagittarius
124,2000-02-10,1961-01-09,1980-09-11,0,9,1,11,9,Capricorn,Virgo
125,2000-02-10,1978-05-20,1975-04-24,0,20,5,24,4,Taurus,Taurus
126,2000-02-10,1978-12-04,1979-06-04,0,4,12,4,6,Sagittarius,Gemini
127,2000-02-10,1966-12-01,1970-12-27,0,1,12,27,12,Sagittarius,Capricorn
128,2000-02-10,1976-04-26,1977-11-21,0,26,4,21,11,Taurus,Scorpio
129,2000-02-10,1969-11-10,1974-07-24,0,10,11,24,7,Scorpio,Leo
130,2000-02-10,1978-02-10,1979-10-01,0,10,2,1,10,Aquarius,Libra
131,2000-02-10,1978-11-16,1982-05-23,0,16,11,23,5,Scorpio,Gemini
132,2000-02-10,1968-01-13,1966-12-19,0,13,1,19,12,Capricorn,Sagittarius
133,2000-02-10,1980-11-09,1981-01-30,1,9,11,30,1,Scorpio,Aquarius
134,2000-02-10,1962-08-22,1967-08-10,0,22,8,10,8,Leo,Leo
135,2000-02-10,1959-10-21,1967-09-13,0,21,10,13,9,Libra,Virgo
136,2000-02-10,1964-10-20,1975-07-03,0,20,10,3,7,Libra,Cancer
137,2000-02-10,1978-06-01,1979-08-15,0,1,6,15,8,Gemini,Leo
138,2000-02-10,1967-01-04,1972-08-03,0,4,1,3,8,Capricorn,Leo
139,2000-02-10,1961-10-15,1956-12-08,0,15,10,8,12,Libra,Sagittarius
140,2000-02-10,1978-11-02,1976-04-03,0,2,11,3,4,Scorpio,Aries
141,2000-02-10,1948-08-25,1952-11-02,0,25,8,2,11,Virgo,Scorpio
142,2000-02-10,1978-02-17,1976-08-13,0,17,2,13,8,Aquarius,Leo
143,2000-02-10,1962-10-01,1956-10-04,1,1,10,4,10,Libra,Libra
144,2000-02-10,1972-10-08,1970-05-06,0,8,10,6,5,Libra,Taurus
145,2000-02-10,1967-08-16,1970-05-29,0,16,8,29,5,Leo,Gemini
146,2000-02-10,1972-06-08,1971-02-11,0,8,6,11,2,Gemini,Aquarius
147,2000-02-10,1970-07-05,1977-02-27,0,5,7,27,2,Cancer,Pisces
148,2000-02-10,1981-11-01,1977-04-03,0,1,11,3,4,Scorpio,Aries
149,2000-02-10,1963-08-25,1972-10-06,0,25,8,6,10,Virgo,Libra
150,2000-02-10,1956-07-06,1962-01-13,0,6,7,13,1,Cancer,Capricorn
151,2000-02-10,1967-02-12,1974-06-18,0,12,2,18,6,Aquarius,Gemini
152,2000-02-10,1977-01-20,1980-09-06,0,20,1,6,9,Aquarius,Virgo
153,2000-02-10,1974-01-04,1974-08-10,0,4,1,10,8,Capricorn,Leo
154,2000-02-10,1967-08-23,1970-02-13,0,23,8,13,2,Virgo,Aquarius
155,2000-02-10,1973-12-16,1978-08-19,0,16,12,19,8,Sagittarius,Leo
156,2000-02-10,1963-11-27,1961-11-17,0,27,11,17,11,Sagittarius,Scorpio
157,2000-02-10,1973-02-26,1973-11-10,0,26,2,10,11,Pisces,Scorpio
158,2000-02-10,1942-05-16,1942-08-25,0,16,5,25,8,Taurus,Virgo
159,2000-02-10,1972-01-10,1976-05-21,0,10,1,21,5,Capricorn,Gemini
160,2000-02-10,1977-06-16,1978-09-26,0,16,6,26,9,Gemini,Libra
161,2000-02-10,1954-01-16,1962-06-20,0,16,1,20,6,Capricorn,Gemini
162,2000-02-10,1948-08-10,1948-09-16,0,10,8,16,9,Leo,Virgo
163,2000-02-10,1971-12-04,1977-01-05,0,4,12,5,1,Sagittarius,Capricorn
164,2000-02-10,1943-04-23,1967-05-06,0,23,4,6,5,Taurus,Taurus
165,2000-02-10,1968-05-21,1971-12-28,0,21,5,28,12,Gemini,Capricorn
166,2000-02-10,1969-08-06,1976-08-30,0,6,8,30,8,Leo,Virgo
167,2000-02-10,1975-02-22,1977-04-24,0,22,2,24,4,Pisces,Taurus
168,2000-02-10,1975-07-14,1975-10-06,0,14,7,6,10,Cancer,Libra
169,2000-02-10,1977-01-10,1983-05-17,0,10,1,17,5,Capricorn,Taurus
170,2000-02-10,1975-05-24,1977-02-17,0,24,5,17,2,Gemini,Aquarius
171,2000-02-10,1976-07-22,1979-08-18,0,22,7,18,8,Cancer,Leo
172,2000-02-10,1977-03-18,1979-08-05,0,18,3,5,8,Pisces,Leo
173,2000-02-10,1972-04-09,1967-07-03,0,9,4,3,7,Aries,Cancer
174,2000-02-10,1976-03-23,1973-09-06,0,23,3,6,9,Aries,Virgo
175,2000-02-10,1978-11-10,1980-07-20,1,10,11,20,7,Scorpio,Cancer
176,2000-02-10,1962-09-05,1962-11-17,0,5,9,17,11,Virgo,Scorpio
177,2000-02-10,1973-04-21,1976-09-08,0,21,4,8,9,Taurus,Virgo
178,2000-02-10,1977-05-06,1976-10-03,0,6,5,3,10,Taurus,Libra
179,2000-02-10,1978-03-10,1974-01-21,0,10,3,21,1,Pisces,Aquarius
180,2000-02-10,1965-09-10,1971-04-03,0,10,9,3,4,Virgo,Aries
181,2000-02-10,1979-05-27,1972-06-16,0,27,5,16,6,Gemini,Gemini
182,2000-02-10,1982-02-27,1982-09-25,0,27,2,25,9,Pisces,Libra
183,2000-02-10,1977-07-29,1979-03-19,0,29,7,19,3,Leo,Pisces
184,2000-02-10,1961-12-24,1958-03-03,0,24,12,3,3,Capricorn,Pisces
185,2000-02-10,1975-01-08,1974-11-23,1,8,1,23,11,Capricorn,Sagittarius
186,2000-02-10,1974-04-03,1974-08-31,0,3,4,31,8,Aries,Virgo
187,2000-02-10,1973-12-26,1974-05-22,1,26,12,22,5,Capricorn,Gemini
188,2000-02-10,1977-11-16,1976-05-05,0,16,11,5,5,Scorpio,Taurus
189,2000-02-10,1980-12-07,1974-10-06,0,7,12,6,10,Sagittarius,Libra
190,2000-02-10,1970-09-04,1970-06-28,0,4,9,28,6,Virgo,Cancer
191,2000-02-10,1979-10-03,1979-04-26,0,3,10,26,4,Libra,Taurus
192,2000-02-10,1972-06-18,1977-03-20,0,18,6,20,3,Gemini,Pisces
193,2000-02-10,1964-07-12,1968-09-23,0,12,7,23,9,Cancer,Libra
194,2000-02-10,1955-09-14,1969-04-17,0,14,9,17,4,Virgo,Aries
195,2000-02-10,1952-04-06,1960-07-29,0,6,4,29,7,Aries,Leo
196,2000-02-10,1947-10-04,1963-04-26,0,4,10,26,4,Libra,Taurus
197,2000-02-10,1979-10-21,1977-06-19,0,21,10,19,6,Libra,Gemini
198,2000-02-10,1981-09-08,1979-07-24,0,8,9,24,7,Virgo,Leo
199,2000-02-10,1977-09-01,1980-05-12,0,1,9,12,5,Virgo,Taurus
200,2000-02-10,1971-08-01,1962-03-26,0,1,8,26,3,Leo,Aries
201,2000-02-10,1979-09-27,1981-09-19,0,27,9,19,9,Libra,Virgo
202,2000-02-10,1977-04-08,1978-03-24,1,8,4,24,3,Aries,Aries
203,2000-02-10,1964-02-26,1979-05-10,1,26,2,10,5,Pisces,Taurus
204,2000-02-11,1971-07-17,1982-01-16,0,17,7,16,1,Cancer,Capricorn
205,2000-02-11,1967-06-29,1977-08-02,0,29,6,2,8,Cancer,Leo
206,2000-02-11,1976-03-25,1973-04-17,1,25,3,17,4,Aries,Aries
207,2000-02-11,1977-09-16,1971-10-10,0,16,9,10,10,Virgo,Libra
208,2000-02-11,1941-11-05,1942-06-03,0,5,11,3,6,Scorpio,Gemini
209,2000-02-11,1978-02-05,1978-06-30,1,5,2,30,6,Aquarius,Cancer
210,2000-02-11,1969-02-28,1977-06-18,0,28,2,18,6,Pisces,Gemini
211,2000-02-11,1974-08-11,1978-09-28,0,11,8,28,9,Leo,Libra
212,2000-02-11,1960-08-16,1968-10-16,0,16,8,16,10,Leo,Libra
213,2000-02-11,1956-10-18,1966-09-23,0,18,10,23,9,Libra,Libra
214,2000-02-11,1963-03-08,1972-04-10,0,8,3,10,4,Pisces,Aries
215,2000-02-11,1974-07-31,1978-10-18,0,31,7,18,10,Leo,Libra
216,2000-02-11,1972-12-03,1972-11-13,0,3,12,13,11,Sagittarius,Scorpio
217,2000-02-11,1981-04-01,1982-01-08,0,1,4,8,1,Aries,Capricorn
218,2000-02-11,1981-01-27,1984-12-07,0,27,1,7,12,Aquarius,Sagittarius
219,2000-02-11,1958-05-31,1967-05-14,0,31,5,14,5,Gemini,Taurus
220,2000-02-11,1976-06-08,1974-04-13,0,8,6,13,4,Gemini,Aries
221,2000-02-11,1969-07-27,1974-01-25,0,27,7,25,1,Leo,Aquarius
222,2000-02-11,1967-01-20,1968-07-09,0,20,1,9,7,Aquarius,Cancer
223,2000-02-11,1975-08-06,1974-12-19,1,6,8,19,12,Leo,Sagittarius
224,2000-02-11,1976-08-31,1975-08-11,0,31,8,11,8,Virgo,Leo
225,2000-02-11,1974-06-05,1976-11-02,0,5,6,2,11,Gemini,Scorpio
226,2000-02-11,1967-10-28,1977-03-15,0,28,10,15,3,Scorpio,Pisces
227,2000-02-11,1951-01-05,1962-10-16,0,5,1,16,10,Capricorn,Libra
228,2000-02-11,1963-08-20,1964-07-24,0,20,8,24,7,Leo,Leo
229,2000-02-11,1974-05-26,1972-01-18,1,26,5,18,1,Gemini,Capricorn
230,2000-02-11,1973-02-05,1968-05-09,0,5,2,9,5,Aquarius,Taurus
231,2000-02-11,1977-10-11,1981-11-08,0,11,10,8,11,Libra,Scorpio
232,2000-02-11,1970-11-10,1972-10-03,0,10,11,3,10,Scorpio,Libra
233,2000-02-11,1965-11-01,1971-01-05,0,1,11,5,1,Scorpio,Capricorn
234,2000-02-11,1978-04-08,1980-10-22,0,8,4,22,10,Aries,Libra
235,2000-02-11,1970-04-28,1973-10-06,0,28,4,6,10,Taurus,Libra
236,2000-02-11,1982-04-10,1981-02-18,1,10,4,18,2,Aries,Aquarius
237,2000-02-12,1978-08-13,1980-11-14,1,13,8,14,11,Leo,Scorpio
238,2000-02-12,1976-08-06,1973-01-24,0,6,8,24,1,Leo,Aquarius
239,2000-02-12,1966-01-20,1978-05-31,0,20,1,31,5,Aquarius,Gemini
240,2000-02-14,1975-10-11,1981-09-03,0,11,10,3,9,Libra,Virgo
241,2000-02-16,1976-05-06,1980-07-02,1,6,5,2,7,Taurus,Cancer
242,2000-02-18,1974-05-17,1974-05-17,0,17,5,17,5,Taurus,Taurus
243,2000-02-18,1972-08-09,1973-06-14,1,9,8,14,6,Leo,Gemini
244,2000-02-19,1974-10-24,1973-12-12,0,24,10,12,12,Scorpio,Sagittarius
245,2000-02-19,1979-07-11,1979-11-25,1,11,7,25,11,Cancer,Sagittarius
246,2000-02-19,1969-11-27,1972-03-20,0,27,11,20,3,Sagittarius,Pisces
247,2000-02-20,1976-08-11,1974-11-06,1,11,8,6,11,Leo,Scorpio
248,2000-02-21,1959-03-25,1962-04-27,0,25,3,27,4,Aries,Taurus
249,2000-02-22,1952-04-25,1957-04-12,0,25,4,12,4,Taurus,Aries
250,2000-02-23,1950-02-23,1969-08-20,0,23,2,20,8,Pisces,Leo
251,2000-02-23,1974-04-21,1974-06-19,0,21,4,19,6,Taurus,Gemini
252,2000-02-24,1979-05-29,1978-02-10,0,29,5,10,2,Gemini,Aquarius
253,2000-02-25,1980-09-02,1980-11-05,0,2,9,5,11,Virgo,Scorpio
254,2000-02-25,1979-07-09,1983-09-21,0,9,7,21,9,Cancer,Virgo
255,2000-02-25,1979-06-22,1980-12-20,0,22,6,20,12,Cancer,Sagittarius
256,2000-02-25,1977-12-23,1976-08-19,0,23,12,19,8,Capricorn,Leo
257,2000-02-25,1970-02-16,1973-09-07,0,16,2,7,9,Aquarius,Virgo
258,2000-02-26,1973-07-08,1977-04-26,0,8,7,26,4,Cancer,Taurus
259,2000-02-26,1974-01-23,1970-11-03,0,23,1,3,11,Aquarius,Scorpio
260,2000-02-26,1966-03-29,1972-01-18,0,29,3,18,1,Aries,Capricorn
261,2000-02-26,1972-07-18,1976-07-17,0,18,7,17,7,Cancer,Cancer
262,2000-02-26,1969-02-10,1969-10-14,0,10,2,14,10,Aquarius,Libra
263,2000-02-28,1958-06-05,1954-09-23,0,5,6,23,9,Gemini,Libra
264,2000-02-29,1968-10-12,1968-02-17,1,12,10,17,2,Libra,Aquarius
265,2000-03-02,1970-04-04,1970-01-24,0,4,4,24,1,Aries,Aquarius
266,2000-03-02,1970-01-20,1972-03-02,0,20,1,2,3,Aquarius,Pisces
267,2000-03-02,1977-02-09,1973-03-02,0,9,2,2,3,Aquarius,Pisces
268,2000-03-03,1975-01-30,1972-08-30,0,30,1,30,8,Aquarius,Virgo
269,2000-03-03,1956-05-31,1960-03-02,1,31,5,2,3,Gemini,Pisces
270,2000-03-03,1966-12-06,1971-10-20,0,6,12,20,10,Sagittarius,Libra
271,2000-03-03,1972-06-06,1975-11-25,0,6,6,25,11,Gemini,Sagittarius
272,2000-03-03,1974-07-13,1972-09-19,1,13,7,19,9,Cancer,Virgo
273,2000-03-04,1971-05-27,1971-08-26,0,27,5,26,8,Gemini,Virgo
274,2000-03-04,1971-06-23,1973-07-11,0,23,6,11,7,Cancer,Cancer
275,2000-03-04,1973-06-18,1976-02-01,0,18,6,1,2,Gemini,Aquarius
276,2000-03-04,1975-07-26,1978-02-02,0,26,7,2,2,Leo,Aquarius
277,2000-03-08,1972-03-05,1973-05-23,0,5,3,23,5,Pisces,Gemini
278,2000-03-08,1974-07-20,1969-04-26,0,20,7,26,4,Cancer,Taurus
279,2000-03-08,1973-07-07,1972-11-04,0,7,7,4,11,Cancer,Scorpio
280,2000-03-09,1974-09-18,1969-05-23,0,18,9,23,5,Virgo,Gemini
281,2000-03-09,1981-10-31,1976-04-01,0,31,10,1,4,Scorpio,Aries
282,2000-03-09,1974-05-28,1980-12-09,0,28,5,9,12,Gemini,Sagittarius
283,2000-03-09,1969-11-26,1972-02-21,0,26,11,21,2,Sagittarius,Pisces
284,2000-03-10,1963-03-12,1969-01-21,1,12,3,21,1,Pisces,Aquarius
285,2000-03-10,1972-02-14,1978-02-22,0,14,2,22,2,Aquarius,Pisces
286,2000-03-10,1974-03-25,1973-09-18,0,25,3,18,9,Aries,Virgo
287,2000-03-10,1974-03-22,1977-02-07,1,22,3,7,2,Aries,Aquarius
288,2000-03-10,1982-03-04,1979-07-21,0,4,3,21,7,Pisces,Cancer
289,2000-03-10,1956-12-13,1970-07-12,0,13,12,12,7,Sagittarius,Cancer
290,2000-03-10,1978-10-02,1980-03-10,0,2,10,10,3,Libra,Pisces
291,2000-03-11,1974-03-31,1971-05-26,0,31,3,26,5,Aries,Gemini
292,2000-03-11,1967-06-10,1974-05-08,1,10,6,8,5,Gemini,Taurus
293,2000-03-13,1976-02-03,1978-10-05,0,3,2,5,10,Aquarius,Libra
294,2000-03-14,1977-08-15,1979-10-31,0,15,8,31,10,Leo,Scorpio
295,2000-03-14,1969-08-08,1975-02-18,0,8,8,18,2,Leo,Aquarius
296,2000-03-14,1974-12-15,1975-09-23,1,15,12,23,9,Sagittarius,Libra
297,2000-03-15,1972-11-05,1977-02-08,0,5,11,8,2,Scorpio,Aquarius
298,2000-03-16,1981-07-06,1982-04-14,0,6,7,14,4,Cancer,Aries
299,2000-03-16,1970-07-05,1974-03-29,0,5,7,29,3,Cancer,Aries
300,2000-03-16,1969-12-06,1971-02-12,0,6,12,12,2,Sagittarius,Aquarius
301,2000-03-16,1979-03-16,1979-07-15,1,16,3,15,7,Pisces,Cancer
302,2000-03-17,1971-11-28,1973-07-02,0,28,11,2,7,Sagittarius,Cancer
303,2000-03-17,1970-03-20,1974-03-14,0,20,3,14,3,Pisces,Pisces
304,2000-03-17,1970-04-29,1965-08-06,0,29,4,6,8,Taurus,Leo
305,2000-03-17,1977-08-11,1974-11-30,0,11,8,30,11,Leo,Sagittarius
306,2000-03-17,1970-11-17,1970-04-09,0,17,11,9,4,Scorpio,Aries
307,2000-03-17,1972-09-17,1972-12-15,0,17,9,15,12,Virgo,Sagittarius
308,2000-03-18,1970-03-01,1972-03-31,0,1,3,31,3,Pisces,Aries
309,2000-03-18,1952-10-01,1960-10-04,0,1,10,4,10,Libra,Libra
310,2000-03-18,1982-09-21,1981-01-18,0,21,9,18,1,Virgo,Capricorn
311,2000-03-18,1969-11-28,1974-12-13,0,28,11,13,12,Sagittarius,Sagittarius
312,2000-03-20,1977-01-21,1980-02-18,1,21,1,18,2,Aquarius,Aquarius
313,2000-03-22,1976-05-26,1978-09-27,0,26,5,27,9,Gemini,Libra
314,2000-03-23,1972-03-06,1974-11-28,0,6,3,28,11,Pisces,Sagittarius
315,2000-03-24,1958-06-15,1969-08-06,0,15,6,6,8,Gemini,Leo
316,2000-03-24,1974-02-15,1972-04-05,0,15,2,5,4,Aquarius,Aries
317,2000-03-24,1973-05-26,1976-12-21,0,26,5,21,12,Gemini,Sagittarius
318,2000-03-24,1971-03-21,1974-08-10,0,21,3,10,8,Aries,Leo
319,2000-03-24,1966-06-27,1964-11-10,1,27,6,10,11,Cancer,Scorpio
320,2000-03-25,1970-08-04,1972-01-18,0,4,8,18,1,Leo,Capricorn
