,Marriage_Date,DOB1,DOB2,divorce,day1,month1,day2,month2,zodiac1,zodiac2
5368,2003-10-08,1977-02-05,1979-01-24,0,5,2,24,1,Aquarius,Aquarius
5369,2003-10-08,1983-10-25,1987-01-21,0,25,10,21,1,Scorpio,Aquarius
5370,2003-10-08,1975-01-18,1980-10-08,1,18,1,8,10,Capricorn,Libra
5371,2003-10-08,1978-11-14,1976-09-02,0,14,11,2,9,Scorpio,Virgo
5372,2003-10-08,1982-09-17,1975-12-10,1,17,9,10,12,Virgo,Sagittarius
5373,2003-10-08,1976-09-20,1977-10-04,1,20,9,4,10,Virgo,Libra
5374,2003-10-08,1985-09-20,1983-10-10,0,20,9,10,10,Virgo,Libra
5375,2003-10-08,1968-07-20,1977-06-24,0,20,7,24,6,Cancer,Cancer
5376,2003-10-08,1979-10-16,1982-10-11,0,16,10,11,10,Libra,Libra
5377,2003-10-08,1974-05-10,1969-01-19,0,10,5,19,1,Taurus,Capricorn
5378,2003-10-08,1973-04-01,1973-09-12,0,1,4,12,9,Aries,Virgo
5379,2003-10-09,1975-02-18,1974-12-13,0,18,2,13,12,Aquarius,Sagittarius
5380,2003-10-09,1974-10-08,1973-02-27,0,8,10,27,2,Libra,Pisces
5381,2003-10-09,1967-01-02,1970-08-25,0,2,1,25,8,Capricorn,Virgo
5382,2003-10-09,1964-07-04,1977-08-13,1,4,7,13,8,Cancer,Leo
5383,2003-10-09,1976-01-17,1980-01-01,0,17,1,1,1,Capricorn,Capricorn
5384,2003-10-13,1975-08-11,1975-02-11,0,11,8,11,2,Leo,Aquarius
5385,2003-10-13,1983-04-21,1984-11-29,0,21,4,29,11,Taurus,Sagittarius
5386,2003-10-13,1967-04-21,1966-08-19,0,21,4,19,8,Taurus,Leo
5387,2003-10-14,1984-07-04,1987-08-18,0,4,7,18,8,Cancer,Leo
5388,2003-10-14,1978-03-17,1977-09-01,0,17,3,1,9,Pisces,Virgo
5389,2003-10-14,1975-07-24,1978-01-17,0,24,7,17,1,Leo,Capricorn
5390,2003-10-14,1953-04-02,1952-04-11,0,2,4,11,4,Aries,Aries
5391,2003-10-14,1980-05-15,1976-09-15,0,15,5,15,9,Taurus,Virgo
5392,2003-10-15,1976-10-24,1981-02-01,0,24,10,1,2,Scorpio,Aquarius
5393,2003-10-15,1982-12-18,1981-06-14,0,18,12,14,6,Sagittarius,Gemini
5394,2003-10-15,1972-07-29,1978-08-24,0,29,7,24,8,Leo,Virgo
5395,2003-10-15,1964-11-20,1978-10-14,0,20,11,14,10,Scorpio,Libra
5396,2003-10-16,1977-12-30,1975-07-20,0,30,12,20,7,Capricorn,Cancer
5397,2003-10-16,1979-12-28,1983-06-01,0,28,12,1,6,Capricorn,Gemini
5398,2003-10-16,1982-04-23,1982-10-30,0,23,4,30,10,Taurus,Scorpio
5399,2003-10-16,1973-07-24,1984-05-16,0,24,7,16,5,Leo,Taurus
5400,2003-10-16,1975-12-01,1978-09-25,0,1,12,25,9,Sagittarius,Libra
5401,2003-10-16,1979-01-05,1980-09-16,0,5,1,16,9,Capricorn,Virgo
5402,2003-10-16,1975-08-12,1968-12-15,0,12,8,15,12,Leo,Sagittarius
5403,2003-10-16,1983-06-01,1983-12-25,0,1,6,25,12,Gemini,Capricorn
5404,2003-10-16,1975-12-04,1978-03-01,0,4,12,1,3,Sagittarius,Pisces
5405,2003-10-16,1964-01-15,1962-02-04,0,15,1,4,2,Capricorn,Aquarius
5406,2003-10-17,1970-06-03,1974-03-01,0,3,6,1,3,Gemini,Pisces
5407,2003-10-17,1986-02-19,1982-02-06,0,19,2,6,2,Pisces,Aquarius
5408,2003-10-17,1976-02-02,1973-05-24,0,2,2,24,5,Aquarius,Gemini
5409,2003-10-20,1978-02-02,1974-01-23,0,2,2,23,1,Aquarius,Aquarius
5410,2003-10-20,1940-02-09,1953-03-27,0,9,2,27,3,Aquarius,Aries
5411,2003-10-20,1976-11-08,1981-10-22,0,8,11,22,10,Scorpio,Libra
5412,2003-10-22,1979-06-11,1982-10-20,0,11,6,20,10,Gemini,Libra
5413,2003-10-22,1974-05-23,1977-11-29,0,23,5,29,11,Gemini,Sagittarius
5414,2003-10-22,1969-04-10,1969-12-24,0,10,4,24,12,Aries,Capricorn
5415,2003-10-23,1970-11-13,1974-07-14,0,13,11,14,7,Scorpio,Cancer
5416,2003-10-23,1978-05-31,1978-01-24,0,31,5,24,1,Gemini,Aquarius
5417,2003-10-23,1982-11-13,1983-10-20,0,13,11,20,10,Scorpio,Libra
5418,2003-10-23,1983-05-02,1982-06-12,1,2,5,12,6,Taurus,Gemini
5419,2003-10-23,1973-09-19,1975-04-18,0,19,9,18,4,Virgo,Aries
5420,2003-10-23,1980-07-18,1983-12-18,0,18,7,18,12,Cancer,Sagittarius
5421,2003-10-23,1973-12-11,1975-07-05,0,11,12,5,7,Sagittarius,Cancer
5422,2003-10-23,1976-02-20,1984-04-07,0,20,2,7,4,Pisces,Aries
5423,2003-10-23,1978-11-24,1978-11-17,0,24,11,17,11,Sagittarius,Scorpio
5424,2003-10-23,1977-01-02,1984-11-10,0,2,1,10,11,Capricorn,Scorpio
5425,2003-10-23,1974-12-26,1977-12-17,0,26,12,17,12,Capricorn,Sagittarius
5426,2003-10-23,1966-05-03,1952-10-02,0,3,5,2,10,Taurus,Libra
5427,2003-10-24,1966-02-01,1972-12-16,0,1,2,16,12,Aquarius,Sagittarius
5428,2003-10-24,1977-02-03,1971-02-01,0,3,2,1,2,Aquarius,Aquarius
5429,2003-10-24,1960-02-14,1962-06-25,0,14,2,25,6,Aquarius,Cancer
5430,2003-10-29,1976-10-17,1976-03-03,0,17,10,3,3,Libra,Pisces
5431,2003-10-29,1978-08-20,1981-03-07,0,20,8,7,3,Leo,Pisces
5432,2003-10-29,1977-07-17,1981-07-03,0,17,7,3,7,Cancer,Cancer
5433,2003-10-29,1967-12-19,1963-10-30,0,19,12,30,10,Sagittarius,Scorpio
5434,2003-10-29,1960-09-22,1979-12-02,0,22,9,2,12,Virgo,Sagittarius
5435,2003-10-29,1975-05-26,1978-01-22,0,26,5,22,1,Gemini,Aquarius
5436,2003-10-29,1986-01-17,1987-03-03,0,17,1,3,3,Capricorn,Pisces
5437,2003-10-30,1980-09-06,1979-08-28,0,6,9,28,8,Virgo,Virgo
5438,2003-10-30,1940-09-01,1955-10-13,0,1,9,13,10,Virgo,Libra
5439,2003-10-30,1971-02-19,1976-04-13,0,19,2,13,4,Pisces,Aries
5440,2003-10-30,1978-08-25,1976-06-17,0,25,8,17,6,Virgo,Gemini
5441,2003-10-30,1962-12-29,1976-01-08,0,29,12,8,1,Capricorn,Capricorn
5442,2003-10-30,1971-03-26,1972-04-12,0,26,3,12,4,Aries,Aries
5443,2003-10-31,1972-09-19,1980-05-15,0,19,9,15,5,Virgo,Taurus
5444,2003-10-31,1971-09-15,1974-04-11,0,15,9,11,4,Virgo,Aries
5445,2003-10-31,1980-04-02,1984-06-05,0,2,4,5,6,Aries,Gemini
5446,2003-11-03,1980-09-18,1985-09-20,0,18,9,20,9,Virgo,Virgo
5447,2003-11-03,1969-02-03,1972-03-06,0,3,2,6,3,Aquarius,Pisces
5448,2003-11-03,1972-10-12,1976-10-09,0,12,10,9,10,Libra,Libra
5449,2003-11-03,1975-05-24,1974-07-04,1,24,5,4,7,Gemini,Cancer
5450,2003-11-03,1972-12-24,1974-12-04,0,24,12,4,12,Capricorn,Sagittarius
5451,2003-11-03,1976-10-26,1972-03-10,0,26,10,10,3,Scorpio,Pisces
5452,2003-11-04,1965-09-13,1973-04-19,0,13,9,19,4,Virgo,Aries
5453,2003-11-04,1978-11-16,1980-01-01,0,16,11,1,1,Scorpio,Capricorn
5454,2003-11-04,1981-05-27,1981-01-25,0,27,5,25,1,Gemini,Aquarius
5455,2003-11-05,1983-03-24,1982-01-04,0,24,3,4,1,Aries,Capricorn
5456,2003-11-05,1973-06-29,1970-11-28,0,29,6,28,11,Cancer,Sagittarius
5457,2003-11-05,1981-02-28,1983-12-16,0,28,2,16,12,Pisces,Sagittarius
5458,2003-11-05,1970-04-02,1975-01-09,0,2,4,9,1,Aries,Capricorn
5459,2003-11-05,1970-03-16,1975-10-10,0,16,3,10,10,Pisces,Libra
5460,2003-11-05,1974-11-13,1975-05-19,0,13,11,19,5,Scorpio,Taurus
5461,2003-11-05,1976-05-03,1979-08-18,0,3,5,18,8,Taurus,Leo
5462,2003-11-05,1981-08-23,1983-10-06,0,23,8,6,10,Virgo,Libra
5463,2003-11-06,1961-05-15,1961-01-07,0,15,5,7,1,Taurus,Capricorn
5464,2003-11-06,1977-08-24,1978-11-19,0,24,8,19,11,Virgo,Scorpio
5465,2003-11-06,1973-07-19,1971-03-07,0,19,7,7,3,Cancer,Pisces
5466,2003-11-06,1974-11-23,1975-07-09,0,23,11,9,7,Sagittarius,Cancer
5467,2003-11-10,1970-11-25,1974-08-11,0,25,11,11,8,Sagittarius,Leo
5468,2003-11-10,1979-06-07,1975-08-16,0,7,6,16,8,Gemini,Leo
5469,2003-11-11,1972-01-08,1974-05-05,0,8,1,5,5,Capricorn,Taurus
5470,2003-11-13,1958-08-10,1955-09-17,0,10,8,17,9,Leo,Virgo
5471,2003-11-13,1974-01-28,1976-10-12,0,28,1,12,10,Aquarius,Libra
5472,2003-11-14,1981-05-05,1977-11-19,0,5,5,19,11,Taurus,Scorpio
5473,2003-11-14,1975-09-13,1976-11-07,1,13,9,7,11,Virgo,Scorpio
5474,2003-11-14,1971-11-03,1976-05-29,0,3,11,29,5,Scorpio,Gemini
5475,2003-11-14,1980-11-13,1982-02-08,0,13,11,8,2,Scorpio,Aquarius
5476,2003-11-14,1977-08-05,1965-06-22,0,5,8,22,6,Leo,Cancer
5477,2003-11-14,1979-02-13,1979-10-02,0,13,2,2,10,Aquarius,Libra
5478,2003-11-14,1943-03-15,1947-09-11,0,15,3,11,9,Pisces,Virgo
5479,2003-11-14,1980-05-23,1980-12-21,0,23,5,21,12,Gemini,Sagittarius
5480,2003-11-14,1976-04-11,1973-09-08,0,11,4,8,9,Aries,Virgo
5481,2003-11-14,1978-12-11,1974-04-20,0,11,12,20,4,Sagittarius,Taurus
5482,2003-11-14,1977-02-14,1979-09-07,0,14,2,7,9,Aquarius,Virgo
5483,2003-11-15,1977-08-30,1977-01-02,0,30,8,2,1,Virgo,Capricorn
5484,2003-11-15,1974-08-04,1972-06-02,0,4,8,2,6,Leo,Gemini
5485,2003-11-15,1976-01-25,1974-06-10,0,25,1,10,6,Aquarius,Gemini
5486,2003-11-17,1944-10-06,1941-02-06,0,6,10,6,2,Libra,Aquarius
5487,2003-11-17,1982-02-11,1978-05-04,0,11,2,4,5,Aquarius,Taurus
5488,2003-11-17,1980-10-19,1976-10-26,0,19,10,26,10,Libra,Scorpio
5489,2003-11-18,1985-04-23,1986-06-23,0,23,4,23,6,Taurus,Cancer
5490,2003-11-19,1977-03-14,1984-03-30,0,14,3,30,3,Pisces,Aries
5491,2003-11-19,1982-03-19,1982-06-21,0,19,3,21,6,Pisces,Cancer
5492,2003-11-19,1969-06-26,1969-06-21,0,26,6,21,6,Cancer,Cancer
5493,2003-11-19,1970-06-05,1975-10-21,1,5,6,21,10,Gemini,Libra
5494,2003-11-21,1970-12-16,1971-08-29,0,16,12,29,8,Sagittarius,Virgo
5495,2003-11-21,1976-05-19,1976-07-09,0,19,5,9,7,Taurus,Cancer
5496,2003-11-21,1984-03-22,1983-08-08,0,22,3,8,8,Aries,Leo
5497,2003-11-21,1971-06-05,1978-11-15,1,5,6,15,11,Gemini,Scorpio
5498,2003-11-21,1975-04-20,1979-10-16,0,20,4,16,10,Taurus,Libra
5499,2003-11-21,1978-11-28,1978-08-12,0,28,11,12,8,Sagittarius,Leo
5500,2003-11-21,1970-04-20,1966-06-16,0,20,4,16,6,Taurus,Gemini
5501,2003-11-21,1981-11-26,1975-05-25,0,26,11,25,5,Sagittarius,Gemini
5502,2003-11-21,1981-11-10,1981-07-12,0,10,11,12,7,Scorpio,Cancer
5503,2003-11-21,1979-05-15,1982-04-20,0,15,5,20,4,Taurus,Taurus
5504,2003-11-21,1965-06-29,1982-06-17,0,29,6,17,6,Cancer,Gemini
5505,2003-11-22,1972-01-08,1975-07-27,0,8,1,27,7,Capricorn,Leo
5506,2003-11-22,1976-06-23,1974-12-03,0,23,6,3,12,Cancer,Sagittarius
5507,2003-11-22,1975-08-31,1977-07-13,0,31,8,13,7,Virgo,Cancer
5508,2003-11-22,1978-02-11,1970-12-29,0,11,2,29,12,Aquarius,Capricorn
5509,2003-11-22,1974-01-16,1983-03-07,0,16,1,7,3,Capricorn,Pisces
5510,2003-11-22,1976-02-08,1976-01-20,0,8,2,20,1,Aquarius,Aquarius
5511,2003-11-24,1974-04-04,1978-09-20,0,4,4,20,9,Aries,Virgo
5512,2003-11-24,1982-01-27,1982-03-13,0,27,1,13,3,Aquarius,Pisces
5513,2003-11-24,1982-01-25,1984-06-15,0,25,1,15,6,Aquarius,Gemini
5514,2003-11-25,1937-04-10,1931-12-26,0,10,4,26,12,Aries,Capricorn
5515,2003-11-26,1969-02-22,1977-04-18,0,22,2,18,4,Pisces,Aries
5516,2003-11-26,1976-06-20,1980-01-06,0,20,6,6,1,Gemini,Capricorn
5517,2003-11-27,1973-09-01,1975-06-15,0,1,9,15,6,Virgo,Gemini
5518,2003-11-27,1969-02-11,1984-02-06,0,11,2,6,2,Aquarius,Aquarius
5519,2003-11-27,1967-08-31,1961-07-27,0,31,8,27,7,Virgo,Leo
5520,2003-11-27,1982-05-29,1978-11-27,0,29,5,27,11,Gemini,Sagittarius
5521,2003-11-27,1974-07-03,1975-03-09,0,3,7,9,3,Cancer,Pisces
5522,2003-11-27,1978-07-17,1976-11-29,0,17,7,29,11,Cancer,Sagittarius
5523,2003-11-27,1975-11-27,1979-11-24,1,27,11,24,11,Sagittarius,Sagittarius
5524,2003-11-28,1972-05-17,1977-11-26,0,17,5,26,11,Taurus,Sagittarius
5525,2003-11-28,1973-11-14,1974-07-29,1,14,11,29,7,Scorpio,Leo
5526,2003-11-28,1981-06-03,1972-06-21,0,3,6,21,6,Gemini,Cancer
5527,2003-11-28,1977-08-18,1976-07-22,0,18,8,22,7,Leo,Cancer
5528,2003-11-28,1985-08-08,1985-10-07,1,8,8,7,10,Leo,Libra
5529,2003-11-28,1978-08-02,1977-11-21,0,2,8,21,11,Leo,Scorpio
5530,2003-11-28,1976-11-29,1974-12-10,0,29,11,10,12,Sagittarius,Sagittarius
5531,2003-11-28,1972-01-10,1980-02-09,0,10,1,9,2,Capricorn,Aquarius
5532,2003-11-28,1979-10-12,1979-07-05,0,12,10,5,7,Libra,Cancer
5533,2003-11-29,1973-06-13,1979-06-12,0,13,6,12,6,Gemini,Gemini
5534,2003-11-29,1973-03-19,1975-09-16,0,19,3,16,9,Pisces,Virgo
5535,2003-11-29,1975-06-25,1974-11-16,0,25,6,16,11,Cancer,Scorpio
5536,2003-11-29,1973-09-22,1976-04-12,0,22,9,12,4,Virgo,Aries
5537,2003-11-29,1972-09-04,1977-01-26,0,4,9,26,1,Virgo,Aquarius
5538,2003-11-29,1972-10-31,1980-09-05,0,31,10,5,9,Scorpio,Virgo
5539,2003-12-01,1967-07-10,1976-05-27,0,10,7,27,5,Cancer,Gemini
5540,2003-12-01,1977-04-13,1978-05-05,0,13,4,5,5,Aries,Taurus
5541,2003-12-01,1975-01-13,1973-10-26,0,13,1,26,10,Capricorn,Scorpio
5542,2003-12-01,1973-01-01,1971-04-08,0,1,1,8,4,Capricorn,Aries
5543,2003-12-01,1972-05-05,1974-06-18,0,5,5,18,6,Taurus,Gemini
5544,2003-12-01,1975-01-05,1983-04-22,0,5,1,22,4,Capricorn,Taurus
5545,2003-12-02,1979-08-11,1975-05-19,0,11,8,19,5,Leo,Taurus
5546,2003-12-02,1979-03-18,1978-07-28,0,18,3,28,7,Pisces,Leo
5547,2003-12-02,1979-05-06,1976-11-12,0,6,5,12,11,Taurus,Scorpio
5548,2003-12-03,1980-05-30,1981-04-04,0,30,5,4,4,Gemini,Aries
5549,2003-12-04,1959-01-21,1966-12-04,1,21,1,4,12,Aquarius,Sagittarius
5550,2003-12-04,1983-03-10,1983-06-06,0,10,3,6,6,Pisces,Gemini
5551,2003-12-04,1979-02-14,1977-03-19,0,14,2,19,3,Aquarius,Pisces
5552,2003-12-04,1977-02-06,1979-05-30,0,6,2,30,5,Aquarius,Gemini
5553,2003-12-04,1979-08-03,1979-06-05,0,3,8,5,6,Leo,Gemini
5554,2003-12-04,1950-11-22,1950-04-01,0,22,11,1,4,Sagittarius,Aries
5555,2003-12-05,1972-12-21,1978-03-20,1,21,12,20,3,Sagittarius,Pisces
5556,2003-12-05,1973-06-29,1976-12-20,1,29,6,20,12,Cancer,Sagittarius
5557,2003-12-05,1955-07-18,1959-01-07,0,18,7,7,1,Cancer,Capricorn
5558,2003-12-05,1985-04-23,1984-07-22,0,23,4,22,7,Taurus,Cancer
5559,2003-12-05,1956-01-18,1947-06-29,0,18,1,29,6,Capricorn,Cancer
5560,2003-12-05,1980-07-27,1983-12-02,0,27,7,2,12,Leo,Sagittarius
5561,2003-12-05,1978-04-23,1977-11-02,0,23,4,2,11,Taurus,Scorpio
5562,2003-12-05,1983-02-04,1984-04-17,0,4,2,17,4,Aquarius,Aries
5563,2003-12-05,1985-01-04,1985-09-01,1,4,1,1,9,Capricorn,Virgo
5564,2003-12-05,1971-06-18,1971-10-05,0,18,6,5,10,Gemini,Libra
5565,2003-12-05,1972-12-06,1973-05-23,0,6,12,23,5,Sagittarius,Gemini
5566,2003-12-05,1983-08-20,1985-04-08,0,20,8,8,4,Leo,Aries
5567,2003-12-05,1964-07-29,1973-06-29,0,29,7,29,6,Leo,Cancer
5568,2003-12-05,1981-12-07,1985-01-12,0,7,12,12,1,Sagittarius,Capricorn
5569,2003-12-05,1984-03-10,1982-02-15,1,10,3,15,2,Pisces,Aquarius
5570,2003-12-05,1975-09-17,1981-01-09,0,17,9,9,1,Virgo,Capricorn
5571,2003-12-06,1970-01-24,1967-01-18,1,24,1,18,1,Aquarius,Capricorn
5572,2003-12-06,1966-10-27,1974-12-20,0,27,10,20,12,Scorpio,Sagittarius
5573,2003-12-06,1974-05-25,1976-04-22,0,25,5,22,4,Gemini,Taurus
5574,2003-12-06,1976-12-22,1973-02-09,0,22,12,9,2,Capricorn,Aquarius
5575,2003-12-06,1975-09-12,1985-01-05,0,12,9,5,1,Virgo,Capricorn
5576,2003-12-06,1971-12-30,1971-08-10,0,30,12,10,8,Capricorn,Leo
5577,2003-12-06,1954-09-26,1970-09-04,0,26,9,4,9,Libra,Virgo
5578,2003-12-06,1975-10-08,1969-04-25,0,8,10,25,4,Libra,Taurus
5579,2003-12-08,1980-03-02,1984-10-06,0,2,3,6,10,Pisces,Libra
5580,2003-12-08,1975-01-30,1977-05-08,0,30,1,8,5,Aquarius,Taurus
5581,2003-12-09,1981-11-16,1976-08-23,0,16,11,23,8,Scorpio,Virgo
5582,2003-12-09,1984-02-24,1983-04-16,0,24,2,16,4,Pisces,Aries
5583,2003-12-09,1980-04-25,1983-06-30,0,25,4,30,6,Taurus,Cancer
5584,2003-12-09,1976-06-12,1979-07-07,0,12,6,7,7,Gemini,Cancer
5585,2003-12-09,1964-10-09,1974-12-31,0,9,10,31,12,Libra,Capricorn
5586,2003-12-09,1981-01-10,1983-02-18,0,10,1,18,2,Capricorn,Aquarius
5587,2003-12-09,1971-10-07,1972-08-24,0,7,10,24,8,Libra,Virgo
5588,2003-12-09,1984-10-01,1983-07-24,0,1,10,24,7,Libra,Leo
5589,2003-12-10,1980-06-04,1983-03-09,0,4,6,9,3,Gemini,Pisces
5590,2003-12-10,1977-05-17,1983-05-05,0,17,5,5,5,Taurus,Taurus
5591,2003-12-10,1984-09-04,1987-12-22,0,4,9,22,12,Virgo,Capricorn
5592,2003-12-10,1968-09-15,1970-12-08,0,15,9,8,12,Virgo,Sagittarius
5593,2003-12-10,1969-01-09,1979-09-10,0,9,1,10,9,Capricorn,Virgo
5594,2003-12-10,1976-09-30,1977-10-26,0,30,9,26,10,Libra,Scorpio
5595,2003-12-10,1976-11-10,1978-03-22,0,10,11,22,3,Scorpio,Aries
5596,2003-12-11,1975-04-12,1982-12-12,0,12,4,12,12,Aries,Sagittarius
5597,2003-12-11,1975-09-03,1984-06-06,0,3,9,6,6,Virgo,Gemini
5598,2003-12-11,1974-01-07,1976-01-22,1,7,1,22,1,Capricorn,Aquarius
5599,2003-12-11,1978-10-31,1977-02-13,0,31,10,13,2,Scorpio,Aquarius
5600,2003-12-11,1979-02-06,1980-07-30,0,6,2,30,7,Aquarius,Leo
5601,2003-12-11,1964-12-30,1976-10-22,0,30,12,22,10,Capricorn,Libra
5602,2003-12-11,1979-02-09,1980-07-15,0,9,2,15,7,Aquarius,Cancer
5603,2003-12-11,1977-05-12,1978-08-04,1,12,5,4,8,Taurus,Leo
5604,2003-12-11,1976-06-30,1976-09-16,0,30,6,16,9,Cancer,Virgo
5605,2003-12-13,1974-11-16,1975-07-30,0,16,11,30,7,Scorpio,Leo
5606,2003-12-13,1975-12-10,1975-10-12,0,10,12,12,10,Sagittarius,Libra
5607,2003-12-13,1981-02-05,1971-11-27,1,5,2,27,11,Aquarius,Sagittarius
5608,2003-12-13,1974-05-27,1979-10-31,0,27,5,31,10,Gemini,Scorpio
5609,2003-12-13,1983-05-01,1983-07-20,1,1,5,20,7,Taurus,Cancer
5610,2003-12-13,1947-11-26,1961-07-09,0,26,11,9,7,Sagittarius,Cancer
5611,2003-12-13,1972-10-03,1977-11-21,0,3,10,21,11,Libra,Scorpio
5612,2003-12-13,1979-02-14,1976-09-23,0,14,2,23,9,Aquarius,Libra
5613,2003-12-13,1964-11-12,1973-03-16,0,12,11,16,3,Scorpio,Pisces
5614,2003-12-13,1975-01-12,1977-05-30,1,12,1,30,5,Capricorn,Gemini
5615,2003-12-15,1976-10-11,1980-11-02,0,11,10,2,11,Libra,Scorpio
5616,2003-12-15,1975-08-13,1976-01-31,0,13,8,31,1,Leo,Aquarius
5617,2003-12-15,1976-08-01,1979-01-01,1,1,8,1,1,Leo,Capricorn
5618,2003-12-15,1979-08-06,1974-03-23,1,6,8,23,3,Leo,Aries
5619,2003-12-15,1982-04-19,1984-03-20,0,19,4,20,3,Aries,Pisces
5620,2003-12-15,1985-05-16,1980-07-23,0,16,5,23,7,Taurus,Leo
5621,2003-12-15,1976-06-29,1981-07-13,0,29,6,13,7,Cancer,Cancer
5622,2003-12-15,1969-10-26,1979-09-08,0,26,10,8,9,Scorpio,Virgo
5623,2003-12-15,1968-06-17,1968-06-25,0,17,6,25,6,Gemini,Cancer
5624,2003-12-16,1977-05-28,1984-11-30,0,28,5,30,11,Gemini,Sagittarius
5625,2003-12-16,1970-02-17,1982-12-03,0,17,2,3,12,Aquarius,Sagittarius
5626,2003-12-16,1982-03-15,1986-02-23,0,15,3,23,2,Pisces,Pisces
5627,2003-12-16,1975-08-02,1975-08-27,0,2,8,27,8,Leo,Virgo
5628,2003-12-16,1975-11-26,1974-07-14,0,26,11,14,7,Sagittarius,Cancer
5629,2003-12-16,1976-11-03,1978-11-21,0,3,11,21,11,Scorpio,Scorpio
5630,2003-12-16,1980-08-19,1980-11-09,0,19,8,9,11,Leo,Scorpio
5631,2003-12-16,1983-09-16,1980-04-22,0,16,9,22,4,Virgo,Taurus
5632,2003-12-16,1966-05-09,1973-12-19,0,9,5,19,12,Taurus,Sagittarius
5633,2003-12-17,1982-08-15,1984-10-17,0,15,8,17,10,Leo,Libra
5634,2003-12-17,1980-04-05,1976-06-17,0,5,4,17,6,Aries,Gemini
5635,2003-12-17,1985-08-11,1983-10-17,0,11,8,17,10,Leo,Libra
5636,2003-12-17,1978-10-19,1972-08-27,0,19,10,27,8,Libra,Virgo
5637,2003-12-17,1977-04-17,1975-07-16,0,17,4,16,7,Aries,Cancer
5638,2003-12-17,1979-01-24,1975-09-04,0,24,1,4,9,Aquarius,Virgo
5639,2003-12-18,1972-01-25,1978-06-08,0,25,1,8,6,Aquarius,Gemini
5640,2003-12-18,1972-05-18,1981-05-03,0,18,5,3,5,Taurus,Taurus
5641,2003-12-18,1973-07-17,1977-10-18,0,17,7,18,10,Cancer,Libra
5642,2003-12-18,1974-08-22,1971-02-13,0,22,8,13,2,Leo,Aquarius
5643,2003-12-18,1967-09-11,1966-03-10,0,11,9,10,3,Virgo,Pisces
5644,2003-12-18,1982-08-27,1982-10-14,0,27,8,14,10,Virgo,Libra
5645,2003-12-18,1965-03-31,1974-09-14,0,31,3,14,9,Aries,Virgo
5646,2003-12-18,1979-09-06,1982-06-17,0,6,9,17,6,Virgo,Gemini
5647,2003-12-18,1983-05-18,1982-06-02,0,18,5,2,6,Taurus,Gemini
5648,2003-12-18,1978-07-22,1980-11-13,0,22,7,13,11,Cancer,Scorpio
5649,2003-12-18,1977-01-08,1978-05-11,0,8,1,11,5,Capricorn,Taurus
5650,2003-12-18,1970-12-11,1970-05-23,0,11,12,23,5,Sagittarius,Gemini
5651,2003-12-19,1970-05-23,1983-09-16,0,23,5,16,9,Gemini,Virgo
5652,2003-12-19,1970-02-02,1975-10-19,0,2,2,19,10,Aquarius,Libra
5653,2003-12-19,1974-07-02,1975-09-07,0,2,7,7,9,Cancer,Virgo
5654,2003-12-19,1974-01-12,1974-02-02,1,12,1,2,2,Capricorn,Aquarius
5655,2003-12-19,1971-07-27,1979-05-05,0,27,7,5,5,Leo,Taurus
5656,2003-12-19,1976-04-18,1977-09-20,0,18,4,20,9,Aries,Virgo
5657,2003-12-19,1975-02-18,1983-05-27,1,18,2,27,5,Aquarius,Gemini
5658,2003-12-19,1977-01-12,1974-10-05,0,12,1,5,10,Capricorn,Libra
5659,2003-12-19,1977-12-24,1982-05-15,1,24,12,15,5,Capricorn,Taurus
5660,2003-12-19,1974-07-16,1975-10-10,0,16,7,10,10,Cancer,Libra
5661,2003-12-19,1968-01-07,1974-11-16,0,7,1,16,11,Capricorn,Scorpio
5662,2003-12-19,1976-09-04,1979-03-19,0,4,9,19,3,Virgo,Pisces
5663,2003-12-19,1980-05-25,1984-04-18,0,25,5,18,4,Gemini,Aries
5664,2003-12-19,1974-07-16,1983-07-11,1,16,7,11,7,Cancer,Cancer
5665,2003-12-19,1974-06-23,1972-11-27,0,23,6,27,11,Cancer,Sagittarius
5666,2003-12-19,1941-11-27,1953-08-08,0,27,11,8,8,Sagittarius,Leo
5667,2003-12-19,1976-10-14,1973-02-01,0,14,10,1,2,Libra,Aquarius
5668,2003-12-19,1972-02-13,1975-07-31,0,13,2,31,7,Aquarius,Leo
5669,2003-12-19,1977-07-22,1979-12-07,0,22,7,7,12,Cancer,Sagittarius
5670,2003-12-20,1978-11-25,1974-02-28,0,25,11,28,2,Sagittarius,Pisces
5671,2003-12-20,1972-02-14,1974-09-13,0,14,2,13,9,Aquarius,Virgo
5672,2003-12-20,1954-05-25,1974-12-26,0,25,5,26,12,Gemini,Capricorn
5673,2003-12-20,1974-07-19,1975-09-16,0,19,7,16,9,Cancer,Virgo
5674,2003-12-20,1955-02-25,1971-04-07,0,25,2,7,4,Pisces,Aries
5675,2003-12-20,1975-08-01,1976-10-20,0,1,8,20,10,Leo,Libra
5676,2003-12-20,1978-03-17,1977-07-04,1,17,3,4,7,Pisces,Cancer
5677,2003-12-20,1967-06-10,1974-04-01,0,10,6,1,4,Gemini,Aries
5678,2003-12-20,1977-10-04,1979-09-30,0,4,10,30,9,Libra,Libra
5679,2003-12-20,1972-01-13,1977-06-12,0,13,1,12,6,Capricorn,Gemini
5680,2003-12-20,1971-02-07,1970-03-19,1,7,2,19,3,Aquarius,Pisces
